Titlu,Vizualizari,Data publicarii,Sursa,Referinte,Rezumat,,,,
Vodă: Niciun primar nu se pronunță împotriva integrării europene,376,"16 Octombrie 2024, 17:43",https://stiri.md/article/social/daniel-voda-niciun-primar-din-moldova-nu-se-pronunta-impotriva-integrarii-europene,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Niciun primar din Republica Moldova nu se pronunță împotriva integrării europene, împotriva dezvoltării și modernizării propriilor localități. De această părere este Daniel Vodă, care a menționat efortul depus de fiecare oficial pentru a asculta nevoile oamenilor și a explica beneficiile aderării la UE.",,,,
Fragmente exclusive din cartea Patriot. Memorii de Aleksei Navalnîi,622,"16 Octombrie 2024, 17:26",https://stiri.md/article/international/fragmente-exclusive-din-cartea-patriot-memorii-de-aleksei-navalnii,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Libertatea publică, exclusiv în limba română, cinci fragmente din cartea „Patriot. Memorii” de Aleksei Navalnîi, între 14 și 18 octombrie, fiind singura publicație din România pe care editura Litera și deținătorul internațional al drepturilor volumului semnat de disidentul rus au ales-o pentru a prefața lansarea internațională de pe 22 octombrie.",,,,
"Implicarea minorilor în campania Maiei Sandu: Sesizarea PDCM, respinsă",863,"16 Octombrie 2024, 17:35",https://stiri.md/article/politica/implicarea-minorilor-in-campania-maiei-sandu-sesizarea-pdcm-respinsa,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Comisia Electorală Centrală (CEC) a respins, cu votul a șase membri, în ședința de miercuri, 16 octombrie, sesizarea candidatului la funcția de președinte Ion Chicu, care a solicitat sancționarea Maiei Sandu.",,,,
Ambasadorul UE: Rusia va continua să încerce să influențeze alegerile,302,"16 Octombrie 2024, 17:02",https://stiri.md/article/politica/ambasadorul-ue-rusia-va-continua-sa-incerce-sa-influenteze-alegerile,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Șeful Delegației Uniunii Europene la Chișinău, Jānis Mažeiks, avertizează că Rusia va continua să își intensifice eforturile de a influența politica și alegerile din Republica Moldova, atât în această săptămână, cât și în viitor.",,,,
Aplicații militare nocturne lângă Tiraspol: Reacția Chișinăului,1966,"16 Octombrie 2024, 16:44",https://stiri.md/article/social/aplicatii-militare-nocturne-langa-tiraspol-reactia-chisinaului,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Aplicațiile nocturne de pe poligonul militar de lângă Tiraspol nu sunt efectuate pentru prima dată și nu prezintă riscuri.,,,,
Moldova trece la ora de iarnă. Cum este afectat corpul uman,4065,"16 Octombrie 2024, 16:32",https://stiri.md/article/social/moldova-trece-la-ora-de-iarna-cum-este-afectat-corpul-uman,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","R. Moldova va trece și în acest an la ora de iarnă. Trecerea se va face în noaptea de sâmbătă, 26 octombrie, spre duminică, 27 octombrie. Acele ceasornicului vor fi date în urmă cu o oră, astfel că ora 04:00 devine ora 03:00.",,,,
"Recean, adresare către cetățeni: Vot cu vot vom apăra viitorul țării",24,"16 Octombrie 2024, 16:21",https://stiri.md/article/politica/recean-adresare-catre-cetateni-vot-cu-vot-vom-apara-viitorul-tarii,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Prim-ministrul Dorin Recean a avut, în această seară, o adresare către moldoveni privind alegerile prezidențiale și referendumul constituțional republican din data de 20 octombrie.",,,,
Rusia: Duma de Stat interzice propaganda mișcării child-free,15,"17 Octombrie 2024, 19:09",https://stiri.md/article/international/rusia-duma-de-stat-interzice-propaganda-miscarii-child-free,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Duma de Stat rusească a aprobat, în primă lectură, un proiect de lege care interzice „propaganda mișcării fără copii” sau „child-free”. Anunțul a fost făcut de președintele Dumei, Veceslav Volodin. Potrivit inițiativei, cetățenii ruși care vor promova viața fără copii ar urma să fie amendați cu până la 400 de mii de ruble, iar companiile care vor face asta - cu până la 5 milioane de ruble.",,,,
Gestul la care a recurs un bărbat din Ucraina pentru a fugi din țară,262,"17 Octombrie 2024, 19:15",https://stiri.md/article/international/gestul-la-care-a-recurs-un-barbat-din-ucraina-pentru-a-fugi-din-tara,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Situația de pe frontul din Ucraina nu este una bună pentru armata lui Zelenski motiv pentru care tot mai mulți sodați dezertează și fug de pe front. Alții, proaspăt recrutați, nici măcar nu vor să ajungă acolo.",,,,
"Un bărbat, prins de inspectorii mediului în timp ce tăia copaci ilegal",170,"17 Octombrie 2024, 19:00",https://stiri.md/article/social/un-barbat-prins-de-inspectorii-mediului-in-timp-ce-taia-copaci-ilegal,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Un bărbat a fost depistat de inspectorii mediului și polițiștii din Sângerei în timp ce defrișa ilegal arbori în extravilanul localității Grigorăuca.,,,,
"Recean a vizitat podul de la Pelinia, deschis recent pentru circulație",83,"17 Octombrie 2024, 18:50",https://stiri.md/article/social/recean-a-vizitat-podul-de-la-pelinia-deschis-recent-pentru-circulatie,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Premierul Dorin Recean a efectuat astăzi, 17 octombrie, o vizită la podul de la intrarea în satul Pelinia, inaugurat la 27 septembrie. Acesta asigură accesul spre localitățile Pelinia, Drochia, Dondușeni și Soroca.",,,,
Franța a testat cu succes prima sa dronă kamikaze numită Colibri,148,"17 Octombrie 2024, 19:00",https://stiri.md/article/international/franta-a-testat-cu-succes-prima-sa-drona-kamikaze-numita-colibri,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În timp ce războiul din Ucraina a arătat că utilizarea dronelor este esenţială în conflictele moderne, ministrul Forţelor Armate, Sebastien Lecornu, a anunţat miercuri testarea cu succes a primei „muniţii franceze pilotate de la distanţă”.",,,,
Expert: Referendumul este o tehnologie pentru a mobiliza electoralul,89,"17 Octombrie 2024, 18:45",https://stiri.md/article/politica/expert-referendumul-este-o-tehnologie-pentru-a-mobiliza-electoralul,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Referendumul este o tehnologie inventată de autorităţi pentru a mobiliza electoratul.,,,,
Marina Tauber consideră că autoritățile îi pregătesc arestarea,507,"17 Octombrie 2024, 18:40",https://stiri.md/article/politica/marina-tauber-considera-ca-autoritatile-ii-pregatesc-arestarea,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Deputata Marina Tauber din fostul partid ”Şor"" (declarat neconstituţional) consideră că autorităţile moldoveneşti îi pregătesc arestarea prin publicarea unor ""videoclipuri înfricoşătoare"" în presa controlată, toate acestea cu câteva zile înainte de votul din 20 octombrie.",,,,
CSJ amână o ședință de judecată în dosarul ex-premierului Vlad Filat,168,"17 Octombrie 2024, 18:30",https://stiri.md/article/politica/csj-amana-o-sedinta-de-judecata-in-dosarul-ex-premierului-vlad-filat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Este vorba despre o ședință în care urma să fie examinată o cerere de accelerare a revizuirii dosarului în privința lui Vlad Filat, în baza unei hotărâri definitive și executorie a CEDO.",,,,
Cui aparține și din ce bani e luat apartamentul Nataliei Morari,4017,"17 Octombrie 2024, 18:30",https://stiri.md/article/politica/investigatie-cui-apartine-si-din-ce-bani-e-luat-apartamentul-nataliei-morari,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În cadrul unei investigații, candidata la fotoliul de președinte Natalia Morari a fost întrebată de reporteri unde locuiește acum. Întrebarea a apărut după ce jurnalista a scris în declarația de avere că deține în uz un apartament de 176,7 metri pătrați, care îi aparține fiului ei.",,,,
Vești bune de la meteorologi: Pe timp de zi vremea treptat se va încălzi,853,"18 Octombrie 2024, 19:57",https://stiri.md/article/meteo/vesti-bune-de-la-meteorologi-pe-timp-de-zi-vremea-treptat-se-va-incalzi,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Serviciul Hidrometeorologic anunță că în acest weekend vremea se menține rece noaptea, în timp ce ziua treptat se va încălzi. Ploi nu se prevăd toată perioada.",,,,
Accident nocturn la Botanica: Un microbuz s-a izbit de un stâlp,891,"18 Octombrie 2024, 20:50",https://stiri.md/article/social/accident-nocturn-la-botanica-un-microbuz-s-a-izbit-de-un-stalp,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un accident rutier s-a produs în aceasta seară, 18 octombrie, pe strada Sarmizegetusa din sectorul Botanica al Capitalei. Imaginile video de la locul accidentului au fost publicate de internauți pe rețele.",,,,
Maia Sandu la Telenești: Om cu om se construiește un sat și o țară,498,"18 Octombrie 2024, 22:30",https://stiri.md/article/politica/maia-sandu-la-telenesti-om-cu-om-se-construieste-un-sat-si-o-tara,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În ultima zi de campanie, înainte de votul de duminică, președintele R. Moldova, Maia Sandu, a întreprins o vizită în raionul Telenești. Șefa statului a fost însoțită de președintele Parlamentului Igor Grosu și prim-ministrul Dorin Recean.",,,,
"Jurnal TV, sancționat după ce nu a difuzat spot-ul Nataliei Morari",985,"18 Octombrie 2024, 22:10",https://stiri.md/article/social/jurnal-tv-sanctionat-dupa-ce-nu-a-difuzat-spot-ul-electoral-al-nataliei-morari,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Consiliul Audiovizualului (CA) a sancționat Jurnal TV cu avertizare publică pentru încălcarea Codului serviciilor media audiovizuale, după ce nu a difuzat spot-ul electoral al Nataliei Morari, candidată la alegerile prezidențiale din 20 octombrie. Sancțiunea a fost aplicată în data de 18 octombrie.",,,,
Serverul de poștă electronică a Parlamentului a fost compromis,549,"18 Octombrie 2024, 22:00",https://stiri.md/article/social/serverul-de-posta-electronica-a-parlamentului-a-fost-compromis,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Parlamentul Republicii Moldova anunță că serverul de poștă electronică al instituției a fost compromis ieri, 17 octombrie.",,,,
"Studiu: 70% din secțiile de vot, inaccesibile persoanelor cu deficiențe",178,"18 Octombrie 2024, 21:50",https://stiri.md/article/social/studiu-70-din-sectiile-de-vot-inaccesibile-persoanelor-cu-deficiente,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Suntem în ajunul unor noi alegeri în Republica Moldova. Dar şi de această dată e o provocare pentru persoanele cu nevoi speciale să-şi exercite dreptul democratic.,,,,
MEC: Elevii vor susține evaluări tematice la română și matematică,827,"18 Octombrie 2024, 21:40",https://stiri.md/article/social/mec-elevii-din-gimnaziu-vor-sustine-evaluari-tematice-la-romana-si-matematica,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ministerul Educației și Cercetării va organiza evaluări tematice la limba și literatura română și matematică pentru elevii de gimnaziu, a anunțat astăzi ministrul Dan Perciun.",,,,
Ministra germană de Externe: Viitorul R. Moldova este în inima Europei,374,"18 Octombrie 2024, 21:30",https://stiri.md/article/politica/ministra-germana-de-externe-viitorul-r-moldova-este-in-inima-europei,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ministrul german de externe Annalena Baerbock a reafirmat vineri angajamentul Germaniei de a sprijini Republica Moldova în drumul său spre aderarea la Uniunea Europeană, în timp ce această ţară se pregăteşte pentru alegerile prezidenţiale şi referendumul privind UE de duminică.",,,,
Mesaje false despre alegeri și referendum: Atenționarea autorităților,3108,"18 Octombrie 2024, 21:20",https://stiri.md/article/social/mesaje-false-despre-alegeri-si-referendum-atentionarea-autoritatilor,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Serviciul Tehnologia Informației și Securitatea Cibernetică (STISC) avertizează cetățenii cu privire la o campanie de dezinformare în curs, distribuită prin intermediul platformelor de mesagerie instantanee, în special WhatsApp.",,,,
Barack Obama se pregătește să intre în campanie alături de Kamala Harris,924,"19 Octombrie 2024, 17:50",https://stiri.md/article/international/barack-si-michelle-obama-se-pregatesc-sa-intre-in-campanie-alaturi-de-kamala-harris,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Democrata Kamala Harris va face campanie pentru prima dată alături de Barack și Michelle Obama în cadrul unor evenimente separate săptămâna viitoare, în speranța de a aduce o anumită greutate politică în cursa finală către ziua alegerilor prezidențiale americane, din 5 noiembrie, după cum a declarat un oficial de campanie citat de Reuters.",,,,
Elveția neutră s-a alăturat Inițiativei Scutului Aerian European,954,"19 Octombrie 2024, 21:00",https://stiri.md/article/international/elvetia-neutra-s-a-alaturat-initiativei-scutului-aerian-european,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Elveția s-a alăturat Inițiativei Scutului Aerian European (ESSI), un proiect care își propune să construiască un sistem unificat de apărare aeriană și împotriva rachetelor în Europa, transmite Reuters.",,,,
"Wiz Khalifa, trimis în judecată la Constanța: A fumat marijuana pe scenă",1304,"19 Octombrie 2024, 20:00",https://stiri.md/article/international/wiz-khalifa-trimis-in-judecata-la-constanta-a-fumat-marijuana-pe-scena,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Rapperul Wiz Khalifa a fost trimis în judecată la Constanța, după ce a fumat marijuana, în această vară, pe scena festivalului „Beach, Please!” din Costinești. Procurorii DIICOT l-au trimis în judecată pentru consum ilicit de droguri. Decizia a fost făcută publică pe site-ul Ministerului Justiției din România.",,,,
Moldsilva planifică să pună în vânzare 240.000 de metri steri de lemne,809,"19 Octombrie 2024, 19:00",https://stiri.md/article/social/moldsilva-planifica-sa-puna-in-vanzare-circa-240-000-de-metri-steri-de-lemne,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Agenția de Stat „Moldsilva” planifică să pună în vânzare aproximativ 240 de mii de metri steri de masă lemnoasă. În acest an prețurile la lemnele de foc s-au majorat cu 10 la sută comparativ cu anul trecut, iar oamenii susțin că acestea sunt prea mari.",,,,
"Marfă nedeclarată, depistată la vama Sculeni: Unde era ascunsă",2124,"19 Octombrie 2024, 18:00",https://stiri.md/article/social/marfa-nedeclarata-depistata-la-vama-sculeni-unde-era-ascunsa,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Acumulatoare pentru instrumente electrice, care nu au fost declarate, au fost depistate  într-un mijloc de transport Mercedes. Incidentul a fost înregistrat la postul vamal Sculeni.",,,,
Șoferul care a luat pe capotă un polițist în Chișinău a fost arestat,6155,"19 Octombrie 2024, 17:40",https://stiri.md/article/social/soferul-care-a-luat-pe-capota-un-politist-in-chisinau-a-fost-arestat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Șoferul unui BMW care a luat pe capotă un polițist, în apropiere de Academia de Studii Economice din Moldova (ASEM), a fost plasat în arest.",,,,
"PG: Circa 100 de victime ale traficului de ființe, identificate în 2024",1736,"19 Octombrie 2024, 17:30",https://stiri.md/article/social/pg-circa-100-de-victime-ale-traficului-de-fiinte-umane-identificate-in-2024,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În primele nouă luni ale anului curent, au fost identificate 97 de victime ale traficului de ființe umane și de copii. Dintre acestea, 81 sunt persoane adulte (17 femei/64 bărbați) și 16 copii (15 fete/1 băiat).",,,,
Franța este deschisă invitării imediate a Ucrainei în NATO,1206,"19 Octombrie 2024, 17:20",https://stiri.md/article/international/franta-este-deschisa-invitarii-imediate-a-ucrainei-in-nato,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ministrul de externe al Franței, Jean-Noel Barrot, a declarat sâmbătă la Kiev că Parisul este deschis ideii de a invita imediat Ucraina să adere la NATO, dar că discuțiile vor continua pe această temă cu aliații, informează Agerpres care citează Reuters.",,,,
Prezidențialele pot fi considerate valide: 33% din moldoveni au votat,7053,"19 Octombrie 2024, 17:10",https://stiri.md/article/politica/prezidentialele-pot-fi-considerate-valide-33-din-moldoveni-au-votat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Scrutinul prezidențial din R. Moldova poate fi considerat valid. Asta după ce la ora 14:30 a fost atinsă rata de participare de peste 33%.,,,,
Promo-LEX: Zeci de cazuri de încălcare a secretului votului,3669,"20 Octombrie 2024, 14:45",https://stiri.md/article/social/promo-lex-zeci-de-cazuri-de-incalcare-a-secretului-votului,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Observatorii Promo-LEX au raportat în total 658 de semnalări de incidente. Cele mai multe dintre acestea au vizat încălcarea secretului votului.,,,,
La vot ca la sărbătoare: Satul unde secția de vot e decorată cu covoare,1854,"20 Octombrie 2024, 14:40",https://stiri.md/article/social/la-vot-ca-la-sarbatoare-satul-unde-sectia-de-vot-e-decorata-cu-covoare,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","La alegerile prezidențiale și referendum, în satul Slobozia-Dușca, raionul Criuleni, atmosfera electorală a fost transformată într-o adevărată sărbătoare.",,,,
"Un tânăr moldovean din Zurich, pentru prima dată la vot: Este important",1030,"20 Octombrie 2024, 14:37",https://stiri.md/article/politica/un-tanar-moldovean-din-zurich-pentru-prima-data-la-vot-este-important,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","David, un tânăr în vârstă de 18 ani, care deține dublă cetățenie, elvețiană și moldovenească, a mers la secția de votare din orașul Zurich, pentru a-și exercita dreptul la vot. Aceasta este pentru prima dată când David participă la un scrutin în calitate de cetățean al Republicii Moldova.",,,,
"Evghenia Guțul, la Etulia: Am votat pentru pace și înțelegere socială",1136,"20 Octombrie 2024, 14:35",https://stiri.md/article/politica/evghenia-gutul-la-etulia-am-votat-pentru-pace-si-intelegere-sociala,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Bașcanul Găgăuziei, Evghenia Guțul, și-a exprimat dreptul la vot, în cadrul alegerilor prezidențiale și al referendumului, care au loc astăzi.",,,,
Moldovenii de la Moscova au încins o horă lângă secția de votare,2950,"20 Octombrie 2024, 14:23",https://stiri.md/article/social/moldovenii-de-la-moscova-au-incins-o-hora-langa-sectia-de-votare,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Așteptând în rând pentru a-și exercita dreptul la vot, cetățenii moldoveni stabiliți în Federația Rusă au decis să danseze o horă chiar în mijlocul străzii.",,,,
